datetime,stock_code,news,aspect,sentiment
2023-01-17,VSAC,"Newsight Imaging Ltd., a leading semiconductor innovator developing proprietary 3 D machine vision sensors, spectral vision chips and systems, will present at the Investor Summit Group Q1 2023 Investor Summit taking place virtually on January 26, 2023. Eli Assoolin, Newsight Imaging CEO, and Eyal Yatskan, CTO of Newsight, will conduct one-on-one meetings and...",Company | Product News,0
2023-01-17,VSTA,"""Xerox Holdings Corporation&rsquo;s&nbsp;XRX bottom line is benefiting from&nbsp;""""Project Own It,"""" an enterprise-wide transformation initiative aimed at increasing productivity and operational efficiency, reducing costs, as well as realigning the business to changing market conditions.""",Company | Product News,0
2023-01-17,WATT,Technology stocks were slipping premarket Tuesday. The Technology Select Sector SPDR Fund (XLK) was down 0.41% and the iShares Semiconductor ETF (SOXX) was declining by 0.56%.,Markets,-1
2023-01-17,WILC,"Consumer stocks were hanging on for small gains in late Tuesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) and the Consumer Discretionary Select Sector SPDR Fund (XLY) each rising 0.1%.",Markets,1
2023-01-17,WILC,"Consumer stocks were edging higher during Tuesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) climbing 0.2% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 0.3%.",Markets,1
2023-01-17,THQ,"Looking at the universe of stocks we cover at Dividend Channel, on 1/19/23, Zoetis Inc (Symbol: ZTS), PerkinElmer, Inc. (Symbol: PKI), and Tekla Healthcare Opportunies Fund (Symbol: THQ) will all trade ex-dividend for their respective upcoming dividends. Zoetis Inc will pay it",Stock Commentary,0
2023-01-17,AIM,"(RTTNews) - Immuno-pharma company AIM ImmunoTech Inc. (AIM) announced Tuesday it has entered into an external sponsored collaborative clinical research agreement with Netherland-based Erasmus University Medical Center and AstraZeneca plc. (AZN, AZN.L).",Company | Product News,0
2023-01-17,TNP,"""When it comes to short-term investing or trading, they say """"the trend is your friend."""" And there's no denying that this is the most profitable strategy. But making sure of the sustainability of a trend to profit from it is easier said than done.""",General News | Opinion,0
2023-01-17,BHM,"BCM's record inflows represents a notable 92% year-over-year increase from 2021' s record sales driven by strong sales of over $3.8 billion in Bluerock's flagship interval fund, Bluerock Total Income+ Real Estate Fund, up 164% year-over-year, 1 the successful launch of the Company's industrial REIT, Bluerock Industrial Growth REIT, and continued strong...",Macro,1
2023-01-17,INDO,(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-17,SILV,(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-17,TRX,"Crypto prices crashed hard in 2022 as the previously up-and-coming sector ran into new headwinds like rising interest rates and the implosion of some large players, such as FTX.",Macro,-1
2023-01-17,VNRX,(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-17,UVV,"In trading on Tuesday, shares of Universal Corp (Symbol: UVV) crossed above their 200 day moving average of $54.59, changing hands as high as $54.92 per share. Universal Corp shares are currently trading up about 0.7% on the day. The chart below shows the one year performance",Stock Movement,1
2023-01-17,ACHL,"The Medical group has plenty of great stocks, but investors should always be looking for companies that are outperforming their peers. Is Anika Therapeutics (ANIK) one of those stocks right now? Let's take a closer look at the stock's year-to-date performance to find out.",Stock Commentary,0
2023-01-17,ALGM,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-17,ALPN,"Investors in Alpine Immune Sciences, Inc. ALPN need to pay close attention to the stock based on moves in the options market lately. That is because the Feb 17, 2023 $2.50 Put had some of the highest implied volatility of all equity options today.",Stock Commentary,0
2023-01-17,ATAT,"While the new year is still in its infancy, the first fifteen days have already provided investors with surprising performance from some unexpected sectors. Here are the three biggest surprises so far:",Macro,-1
2023-01-17,BCOV,"The broader equity market has remained in the positive trajectory so far in 2023, with the major stock indexes, Dow Jones Industrial Average, Nasdaq Composite and S&amp;P 500, jumping 3.5%, 5.9% and 4.2%, respectively, year to date.",Markets,1
2023-01-17,BCSA,"GRAND CAYMAN, Cayman Islands, Jan. 17, 2023/ PRNewswire/-- Blockchain Coinvestors Acquisition Corp. I, a blank-check company formed for the purpose of acquiring or merging with one or more businesses, today announced that the extraordinary general meeting of its shareholders originally scheduled for Wednesday, January 18, 2023, is being postponed to Friday,...",Company | Product News,0
2023-01-17,BCSAU,"GRAND CAYMAN, Cayman Islands, Jan. 17, 2023/ PRNewswire/-- Blockchain Coinvestors Acquisition Corp. I, a blank-check company formed for the purpose of acquiring or merging with one or more businesses, today announced that the extraordinary general meeting of its shareholders originally scheduled for Wednesday, January 18, 2023, is being postponed to Friday,...",Company | Product News,0
2023-01-17,BDSX,"Acadia Healthcare Company, Inc. ACHC is well-poised to grow on the back of solid investments in technology and profitable assets. Despite facing multiple constraints, shares of ACHC gained 49.2% in the past year.",Company | Product News,1
2023-01-17,CACO,"""Caravelle benefited from strong fundamentals for the shipping industry in 2022 as shipping rates were attractive and volumes were high. In 2023 Caravelle will also begin using its proprietary technology to dry wood in-transit, using heat from its ships' engines rather than sinking that energy into the ocean. """"I am proud of our teams' accomplishments during...""",Company | Product News,1
2023-01-17,CBUS,"(RTTNews) - Calyxt, Inc. (CLXT), a plant-based synthetic biology company, and Cibus, a leader in precision gene editing in agriculture, announced Tuesday that both companies have entered into a definitive merger agreement under which Calyxt and Cibus will merge in an all-stock tr",Company | Product News,0
2023-01-17,CDZI,"In trading on Tuesday, water utilities shares were relative leaders, up on the day by about 1.6%. Leading the group were shares of Algonquin Power &amp; Utilities, up about 5.5% and shares of CADIZ up about 5.3% on the day.",Stock Commentary,1
2023-01-17,CLLS,"Health care stocks continued to lose more ground Tuesday afternoon, with the NYSE Health Care Index dropping 0.3% and the Health Care Select Sector SPDR Fund (XLV) sinking 0.4%.",Markets,-1
2023-01-17,CLLS,"Health care stocks were moderately lower this afternoon, with the NYSE Health Care Index and the Health Care Select Sector SPDR Fund (XLV) sinking 0.2%.",Markets,-1
2023-01-18,ALLT,"The Business Services group has plenty of great stocks, but investors should always be looking for companies that are outperforming their peers. Has Allot Communications (ALLT) been one of those stocks this year? By taking a look at the stock's year-to-date performance in",Stock Commentary,0
2023-01-18,SLN,"Innovation is expected to be the key to growth of the drug/biotech sector in 2023. The drug/biotech sector has been witnessing developments in pipeline areas like rare diseases, gene therapy and editing, and mRNA-based drugs and vaccines. In 2023, the sector is expected t",Macro,1
2023-01-18,GSBC,"Wall Street expects a year-over-year increase in earnings on higher revenues when Brookline Bancorp (BRKL) reports results for the quarter ended December 2022. While this widely-known consensus outlook is important in gauging the company's earnings picture, a powerful fac",Financials,1
2023-01-18,TCRT,"Innovation is expected to be the key to growth of the drug/biotech sector in 2023. The drug/biotech sector has been witnessing developments in pipeline areas like rare diseases, gene therapy and editing, and mRNA-based drugs and vaccines. In 2023, the sector is expected t",Macro,1
2023-01-18,APCX,Technology stocks were advancing premarket Wednesday. The Technology Select Sector SPDR Fund (XLK) was up 0.5% and the iShares Semiconductor ETF (SOXX) was recently gaining 0.9%.,Markets,1
2023-01-18,LINK,What happened Shares of several cryptocurrencies fell today on a day that included new inflation data and a major announcement from the U.S. Justice Department related to crypto.,Stock Movement,-1
2023-01-18,SOS,(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,Stock Commentary,0
2023-01-18,AQB,"In trading on Wednesday, food shares were relative laggards, down on the day by about 2.9%. Helping drag down the group were shares of Tattooed Chef, down about 8.8% and shares of AquaBounty Technologies off about 7% on the day.",Markets,-1
2023-01-18,IXHL,"Health care stocks were mostly lower Wednesday afternoon, with the NYSE Health Care Index falling 0.7% and the Health Care Select Sector SPDR Fund (XLV) down 1%.",Markets,-1
2023-01-18,IXHL,"Health care stocks were ending mostly lower Wednesday afternoon, with the NYSE Health Care Index falling 1.0% and the Health Care Select Sector SPDR Fund (XLV) down 1.4%.",Markets,-1
2023-01-18,ISRLU,"--Israel Acquisitions Corp today announced the closing of its initial public offering of 14,375,000 units at a price of $10.00 per unit. BTIG, LLC acted as the sole book-running manager for the offering. Copies of the prospectus relating to this offering may be obtained from BTIG, LLC, 65 East 55th Street, New York, NY 10022, or by e-mail at...",Company | Product News,0
2023-01-18,IBOC,"The DividendRank formula at Dividend Channel ranks a coverage universe of thousands of dividend stocks, according to a proprietary formula designed to identify those stocks that combine two important characteristics &mdash; strong fundamentals and a valuation that looks inexpen",Stock Commentary,0
2023-01-18,IBOC,"In trading on Wednesday, shares of International Bancshares Corp. (Symbol: IBOC) crossed below their 200 day moving average of $43.94, changing hands as low as $43.45 per share. International Bancshares Corp. shares are currently trading off about 4.9% on the day. The chart b",Stock Movement,1
2023-01-18,HOWL,Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,Stock Commentary,1
2023-01-18,ATER,Shares of technology-enabled consumer products platform provider Aterian closed the trading day with a hefty 37.4% gain after hitting an intra-day high of $1.61(+65.9%) by lunch before day traders banked profits in the afternoon.&nbsp;,Stock Movement,1
2023-01-18,VIASP,"Via Renewables, Inc., an independent retail energy services company, announced today that its Board of Directors has declared a quarterly cash dividend for the fourth quarter of 2022 in the amount of $0.18125 per share on its Class A Common Stock. The fourth quarter dividend will be paid on March 15, 2023 to holders of record of Via Renewables' Class A Common Stock...",Company | Product News,0
2023-01-18,ATXI,(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,Stock Commentary,0
2023-01-18,HCDIP,"--Harbor Custom Development, Inc., an innovative and market leading real estate company involved in all aspects of the land development cycle, today announced it is now leasing apartments in Yelm, Washington. “We are excited to introduce Wyndstone Apartments to the growing community of Yelm. The lofts offer tenants the opportunity for additional entertainment...",Company | Product News,0
2023-01-18,BTB,"Consumer stocks added to broad declines Wednesday afternoon, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.7% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping 1.1%.",Markets,-1
2023-01-18,BTB,"Consumer stocks were broadly lower in Wednesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.1% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping nearly 1%.",Markets,-1
2023-01-18,GGR,"The companies have proven technologies, capable management teams, a path to profitability and are therefore solid green growth names looking deeply discounted.",Company | Product News,0
2023-01-18,GGR,"The companies have proven technologies, capable management teams, a path to profitability and are therefore solid green growth names looking deeply discounted.",Company | Product News,0
2023-01-18,CIK,"Credit Suisse is seeing a reversal of outflows, CEO Ulrich Koerner said in an interview with CNBC in Davos on Wednesday.",Company | Product News,-1
2023-01-18,CIK,Credit Suisse CEO Ulrich Koerner said the bank is seeing a reversal of outflows in an interview with CNBC in Davos on Wednesday.,Company | Product News,-1
2023-01-18,BGFV,"Consumer stocks added to broad declines Wednesday afternoon, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.7% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping 1.1%.",Markets,-1
2023-01-18,BGFV,"Consumer stocks were broadly lower in Wednesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.1% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping nearly 1%.",Markets,-1
2023-01-18,BGFV,Consumer stocks were flat to higher pre-bell Wednesday. The Consumer Staples Select Sector SPDR Fund (XLP) was unchanged and the Consumer Discretionary Select Sector SPDR Fund (XLY) was advancing by 0.85% recently.,Markets,0
2023-01-18,FUV,(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,Stock Commentary,0
2023-01-18,FUV,"Consumer stocks added to broad declines Wednesday afternoon, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.7% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping 1.1%.",Markets,-1
2023-01-18,MGLD,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-18,BTCM,(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,Stock Commentary,0
2023-01-18,FCCO,"First Community (FCCO) came out with quarterly earnings of $0.53 per share, beating the Zacks Consensus Estimate of $0.51 per share. This compares to earnings of $0.52 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-18,FATP,"Fat Projects Acquisition Corp, a special purpose acquisition company formed by Fat Projects SPAC Pte. Ltd., announced today the deposit of an aggregate of $312,899.94 into the Company's trust account, which came from cash on hand of the Company and from proceeds of loans from shareholders of the Company's Sponsor and other designees of the Company who...",M&A | Investments,0
2023-01-18,ZOM,(RTTNews) - Zomedica Corp. (ZOM) shares are progressing more than 6 percent on Wednesday morning trade after the veterinary health company took control of new assay development and manufacturing of the Truforma product line through a long-term licensing agreement with Qorvo Biote,Stock Movement,1
2023-01-18,AGRX,"For those looking to find strong Medical stocks, it is prudent to search for companies in the group that are outperforming their peers. Ardelyx (ARDX) is a stock that can certainly grab the attention of many investors, but do its recent returns compare favorably to the se",Stock Commentary,0
2023-01-18,ENTX,"Entera Bio Ltd. (ENTX) closed at $0.88 in the latest trading session, marking a +1.87% move from the prior day. The stock outpaced the S&amp;P 500's daily loss of 1.56%. Elsewhere, the Dow lost 1.81%, while the tech-heavy Nasdaq lost 4.66%.",Stock Movement,1
2023-01-18,EBTC,_,Stock Commentary,0
2023-01-18,DYN,"Innovation is expected to be the key to growth of the drug/biotech sector in 2023. The drug/biotech sector has been witnessing developments in pipeline areas like rare diseases, gene therapy and editing, and mRNA-based drugs and vaccines. In 2023, the sector is expected t",Macro,1
2023-01-18,DSKE,"In trading on Wednesday, trucking shares were relative leaders, up on the day by about 1.4%. Leading the group were shares of Daseke, up about 6.5% and shares of J.B. Hunt Transport Services up about 4.8% on the day.",Markets,1
2023-01-18,CEN,"Australia's government-owned Snowy Hydro on Wednesday named the former boss of Contact Energy, Dennis Barnes, as its new chief executive, to replace its long-time head who suddenly quit last August.",Personnel Change,0
2023-01-18,DSKE,"The SPDR S&amp;P Transportation ETF is seeing unusually high volume in afternoon trading Wednesday, with over 1.1 million shares traded versus three month average volume of about 42,000. Shares of XTN were trading flat on the day.",Markets,1
2023-01-18,DMTK,"Have you ever been near the point of giving up on a stock but then found a reason for optimism? This story has repeated itself through the years -- sometimes with stocks that went on to become huge winners, such as Amazon and Apple.",General News | Opinion,0
2023-01-18,CAPL,"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in va",Financials,0
2023-01-18,CYN,Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,Stock Commentary,1
2023-01-18,CTLP,Cantaloupe (CTLP) shares rallied 8.9% in the last trading session to close at $5.25. This move can be attributable to notable volume with a higher number of shares being traded than in a typical session. This compares to the stock's 23% gain over the past four weeks.,Stock Movement,1
2023-01-18,CPSH,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-18,ASR,"Grupo Aeroportuario Del Sureste S.A. - ADR (ASR) shares closed today at 1.2% below its 52 week high of $277.76, giving the company a market cap of $7B. The stock is currently up 17.2% year-to-date, up 31.0% over the past 12 mo",Stock Movement,1
2023-01-18,AZZ,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",Stock Commentary,0
2023-01-18,PXMD,(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,Stock Commentary,0
2023-01-18,DSL,"In trading on Wednesday, shares of Doubleline Income Solutions Fund (Symbol: DSL) crossed below their 200 day moving average of $12.27, changing hands as low as $12.20 per share. Doubleline Income Solutions Fund shares are currently trading down about 0.4% on the day. The cha",Stock Movement,-1
2023-01-18,ONYX,"Private equity firm Helios Investment Partners plans to merge with Onyx Acquisition Co I in a deal valued at nearly $1 billion, including debt, the blank-check firm said on Wednesday.",M&A | Investments,0
2023-01-18,ONCY,Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,Stock Commentary,1
2023-01-18,ENOV,"The following are today's upgrades for Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by looking at a host of improving fina",Company | Product News,0
2023-01-18,NXTP,"NextPlay Technologies, Inc. (NXTP) came out with a quarterly loss of $0.54 per share versus the Zacks Consensus Estimate of a loss of $0.60. This compares to loss of $2 per share a year ago. These figures are adjusted for non-recurring items.",Financials,-1
2023-01-18,EURN,"Investors in Euronav NV EURN need to pay close attention to the stock based on moves in the options market lately. That is because the May 19, 2023 $4.00 Call had some of the highest implied volatility of all equity options today.",Stock Commentary,0
2023-01-18,EXG,$500K can be enough money to retire on. Even as early as age 50!,Stock Commentary,0
2023-01-18,NRBO,"(RTTNews) - NeuroBo Pharmaceuticals, Inc. (NRBO) has appointed Joseph Hooker as Interim Chief Executive Officer and President. The Board plans to initiate a candidate search with the assistance of a leading executive search firm to identify Price's permanent successor.",Personnel Change,0
2023-01-18,NEON,"In trading on Wednesday, trucking shares were relative leaders, up on the day by about 1.4%. Leading the group were shares of Daseke, up about 6.5% and shares of J.B. Hunt Transport Services up about 4.8% on the day.",Markets,1
2023-01-18,GDV,$500K can be enough money to retire on. Even as early as age 50!,Stock Commentary,0
2023-01-18,BZUN,Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,Stock Commentary,0
2023-01-18,EVGN,Evogene (EVGN) could be a solid addition to your portfolio given its recent upgrade to a Zacks Rank #1 (Strong Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change.,Stock Commentary,1
2023-01-18,CXW,"In trading on Wednesday, shares of CoreCivic Inc (Symbol: CXW) crossed below their 200 day moving average of $11.10, changing hands as low as $10.97 per share. CoreCivic Inc shares are currently trading down about 2.4% on the day. The chart below shows the one year performanc",Stock Movement,-1
2023-01-18,PCB,"First Horizon National (FHN) came out with quarterly earnings of $0.51 per share, beating the Zacks Consensus Estimate of $0.50 per share. This compares to earnings of $0.48 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-18,CMPO,"CompoSecure, Inc. (CMPO) shares ended the last trading session 5.2% higher at $5.29. The jump came on an impressive volume with a higher-than-average number of shares changing hands in the session. This compares to the stock's 4.6% gain over the past four weeks.",Stock Movement,1
2023-01-18,CCLDO,"--CareCloud, Inc., a leader in healthcare technology solutions for medical practices and health systems nationwide, today announced Adeel Sarwar, CareCloud’ s chief technology officer, has joined Forbes’ Technology Council, an invitation-only community for top technology executives, founders and entrepreneurs. Being a member of the Forbes Technology Council...",Company | Product News,0
2023-01-18,ESQ,"Eagle Bancorp (EGBN) came out with quarterly earnings of $1.32 per share, beating the Zacks Consensus Estimate of $1.16 per share. This compares to earnings of $1.30 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-18,NEON,"In trading on Wednesday, trucking shares were relative leaders, up on the day by about 1.4%. Leading the group were shares of Daseke, up about 6.5% and shares of J.B. Hunt Transport Services up about 4.8% on the day.",Markets,1
2023-01-18,DSKE,"In trading on Wednesday, trucking shares were relative leaders, up on the day by about 1.4%. Leading the group were shares of Daseke, up about 6.5% and shares of J.B. Hunt Transport Services up about 4.8% on the day.",Markets,1
2023-01-18,IXHL,"Health care stocks were ending mostly lower Wednesday afternoon, with the NYSE Health Care Index falling 1.0% and the Health Care Select Sector SPDR Fund (XLV) down 1.4%.",Markets,-1
2023-01-18,REI,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",Earnings,0
2023-01-18,BELFB,"For those looking to find strong Computer and Technology stocks, it is prudent to search for companies in the group that are outperforming their peers. Is Alkami Technology (ALKT) one of those stocks right now? By taking a look at the stock's year-to-date performance in c",Stock Commentary,0
2023-01-18,FGBI,"First Community (FCCO) came out with quarterly earnings of $0.53 per share, beating the Zacks Consensus Estimate of $0.51 per share. This compares to earnings of $0.52 per share a year ago. These figures are adjusted for non-recurring items.",Financials,1
2023-01-19,KARO,"The following companies are expected to report earnings after hours on 01/19/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Netflix, Inc. (NFLX)is reporting for the quarter ending December 31, 2022. The broadcast (radio/tv) company's consensus ea",Earnings,0
2023-01-19,VZLA,Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:,Stock Commentary,1
2023-01-19,FGBI,"Wall Street expects a year-over-year decline in earnings on higher revenues when Seacoast Banking (SBCF) reports results for the quarter ended December 2022. While this widely-known consensus outlook is important in gauging the company's earnings picture, a powerful facto",Financials,1
2023-01-19,VAXX,"What happened Shares of clinical-stage biotech company Vaxxinity (NASDAQ: VAXX) were up 28.2% for the week as of Thursday afternoon, according to data provided by S&amp;P Global Market Intelligence. The stock closed at $2.02 a share last week and rose to as high as $2.63 on Thurs",Stock Movement,1
2023-01-19,LVWR,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-19,SLVM,"The DividendRank formula at Dividend Channel ranks a coverage universe of thousands of dividend stocks, according to a proprietary formula designed to identify those stocks that combine two important characteristics &mdash; strong fundamentals and a valuation that looks inexpen",Stock Commentary,0
2023-01-19,UCTT,"In trading on Thursday, shares of Ultra Clean Holdings Inc (Symbol: UCTT) crossed below their 200 day moving average of $31.72, changing hands as low as $31.38 per share. Ultra Clean Holdings Inc shares are currently trading off about 2.3% on the day. The chart below shows th",Stock Movement,-1
2023-01-19,ZTEK,"""GUELPH, ON/ ACCESSWIRE/ January 19, 2023/ Zentek Ltd., an intellectual property development and commercialization company, has signed a Distribution Agreement with Southmedic Inc. for the distribution of Zentek's patented ZenGUARD™ surgical masks. """"Zentek is proud to partner with a great company like Southmedic. They bring a strong distribution network...""",Company | Product News,0
2023-01-19,GGE,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-19,SLN,"For Immediate ReleaseChicago, IL &ndash; January 19, 2023 &ndash; Today, Zacks Equity Research discusses Dyne Therapeutics DYN, Silence Therapeutics SLN, Alaunos Therapeutics TCRT, Assertio Holdings ASRT and Acer Therapeutics ACER.",Company | Product News,0
2023-01-19,BKT,"European shares recorded their worst single-day selloff of the year on Thursday, as disappointing earnings reports, weak U.S. economic data and hawkish comments from central bankers rekindled fears of a global economic slowdown.",Markets,-1
2023-01-19,ZEV,"In trading on Thursday, music &amp; electronics stores shares were relative laggards, down on the day by about 4.3%. Helping drag down the group were shares of Conns, down about 9.5% and shares of Gamestop down about 9% on the day. Also lagging the market Thursday are vehicle",Stock Movement,-1
2023-01-19,ISPO,"Consumer stocks were broadly lower in Thursday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) sliding 0.3% and the Consumer Discretionary Select Sector SPDR Fund (XLY) sinking 1.5%.",Markets,-1
2023-01-19,ISPO,"Consumer stocks were ending broadly lower in Thursday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) sliding 0.9% and the Consumer Discretionary Select Sector SPDR Fund (XLY) sinking 1.7%.",Markets,-1
2023-01-19,GBNH,"Health care stocks were mostly higher Thursday afternoon, with the NYSE Health Care Index and the Health Care Select Sector SPDR Fund (XLV) rising about 0.5%.",Markets,1
2023-01-19,GBNH,"Healthcare stocks added to their Thursday advance, with the NYSE Health Care Index climbing 0.7% and the Health Care Select Sector SPDR Fund (XLV) rising nearly 0.6%.",Markets,1
2023-01-19,MSBI,"The market expects Midland States Bancorp (MSBI) to deliver a year-over-year decline in earnings on higher revenues when it reports results for the quarter ended December 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, b",Financials,1
2023-01-19,PFD,"Premier Foods plans to close a beverage manufacturing site in the UK, affecting about 300 jobs, the company said on Thursday, after reporting higher third-quarter sales on robust demand and new product launches.",Company | Product News,-1
2023-01-19,PFD,"Premier Foods on Thursday reported a rise in its third-quarter sales, thanks to robust demand for its cakes and grocery products as well as new product launches.",Financials,1
2023-01-19,SMTI,(RTTNews) - Following are some biotech stocks that touched new highs yesterday. Were you able to profit from them?,Stock Commentary,1
2023-01-19,SYBX,"(RTTNews) - Synlogic, Inc. (SYBX), a provider of advancing therapeutics based on synthetic biology, announced Thursday that the U.S. Food and Drug Administration has granted Rare Pediatric Disease Designation for its SYNB1934 for the potential treatment of phenylketonuria or PKU.",Company | Product News,0
2023-01-19,BKT,Spain's Bankinter said on Thursday its fourth-quarter net profit rose 58% from the same period in 2021 as its financial margins widened thanks to higher interest rates and its overall loan portfolio expanded.,Financials,1
2023-01-19,ONDS,"Technology stocks declined Thursday afternoon, with the Technology Select Sector SPDR Fund (XLK) falling 0.8% while the Philadelphia Semiconductor Index was sliding 2.2%.",Markets,-1
2023-01-19,FWBI,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-19,MPB,"Here are three stocks with buy rank and strong value characteristics for investors to consider today, January 19th:",Stock Commentary,0
2023-01-19,AKTS,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-19,EVAX,(RTTNews) - Clinical-stage biotechnology company Evaxion Biotech A/S (EVAX) Thursday announced that the U.S. FDA has granted fast-track designation to its personalized cancer vaccine candidate EVX-01 in combination with KEYTRUDA.,Company | Product News,1
2023-01-19,ONDS,"Technology stocks were declining Thursday afternoon, with the Technology Select Sector SPDR Fund (XLK) falling 0.9% while the Philadelphia Semiconductor Index was sliding 2.2%.",Markets,-1
2023-01-19,IONR,"Ioneer (NASDAQ: IONR) (OTC: GSCC.F), a development-stage miner, announced on Friday that the U.S. Department of Energy (DOE) will lend it up to $700 million to build its Rhyolite Ridge lithium mining project in Nevada.",Company | Product News,0
2023-01-19,STBX,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
2023-01-19,ASR,"Grupo Aeroportuario del Sureste (ASR) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",M&A | Investments,1
2023-01-19,BWAY,Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,Stock Commentary,0
2023-01-19,SUPN,(RTTNews) - Following are some biotech stocks that touched new highs yesterday. Were you able to profit from them?,Stock Commentary,1
2023-01-19,BSTZ,There's a quiet shift happening in closed-end funds (CEFs)--and it's primed to give those who buy now some very nice upside in 2023.,Stock Commentary,0
2023-01-19,HYZN,"What happened High-growth companies in the auto space had a great run during the pandemic, but that's quickly crashing back to reality as interest rates rise and auto sales slow in 2023. Today was no different as electric vehicle (EV) stocks cratered and so did auto retailers.",General News | Opinion,0
2023-01-19,DYN,"For Immediate ReleaseChicago, IL &ndash; January 19, 2023 &ndash; Today, Zacks Equity Research discusses Dyne Therapeutics DYN, Silence Therapeutics SLN, Alaunos Therapeutics TCRT, Assertio Holdings ASRT and Acer Therapeutics ACER.",Company | Product News,0
2023-01-19,GOF,"While a recession in 2023 is far from a foregone conclusion, the possibility of a mild economic pullback at some point this year is a key concern for investors. Fortunately, equities that pay out above-average dividends frequently make excellent safe-haven investments during unce",Macro,-1
2023-01-19,OZKAP,"Bank OZK is a regional bank providing innovative financial solutions delivered by expert bankers with a relentless pursuit of excellence. Established in 1903, Bank OZK conducts banking operations with over 240 offices in eight states including Arkansas, Georgia, Florida, North Carolina, Texas, New York, California and Mississippi and had $27.66 billion in...",Company | Product News,0
2023-01-19,HUDI,(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.00 A.M. ET).,Stock Commentary,0
